id,name,house,house_link,description,added_date,added_by
438,Framboise Nue,Freebie,,"raspberry, ginger, black & red currant, and animalic notes.",2022-04-24 13:48:46,1
439,Frangipane al Pistacchio,Freebie,,"Pistachio, sugar, vanilla, cream, almond, heliotrope, and sandalwood.",2022-04-24 13:48:46,1
440,Freebie,Alkemia,,"A lush bouquet of Verona tulips, fresh yellow daffodils, paperwhite narcissus, neroli orange flowers, stargazer lilies, and creamy white gardenias",2022-04-24 13:48:46,1
441,Freja's Fabulous Vanilla Tea,18,,"Egyptian Black Tea, Vanilla Buttercream, Earl Grey Tea, Brown Sugar, Vanilla Absolute and Vanilla Cream",2022-04-24 13:48:46,1
442,Freja's Remarkable Chamomile Vanilla Tea,18,,"Crème Brulee and caramelized Vanilla Beans, Blue Chamomile Extract, Sugar Cookie accord, Egyptian Sugar, touch of Butterscotch Brulee, Vanilla Essence, Whipped White Tea, Black Tea extract and a drop of Bastet's Ice Cream Crème",2022-04-24 13:48:46,1
443,French Kiss,Poesie,,marshmallowy vanilla meringue kisses swirled with blueberry jam,2022-04-24 13:48:46,1
444,French Vanilla,18,,"French Vanilla (slightly sweet and buttery vanilla, slightly toasted coconut due to the coconut barrel we aged this vanilla in, but completely a unique vanilla). Wear this alone or under a scent needing a little something different at the heart. French Vanilla is blended with our Crystalline to enrapture the subtle elements of vanilla essence.",2022-04-24 13:48:46,1
445,Frida,Alpha Musk,,Flowery orange pekoe is just generally finely ground tea with some buds in the blend. Frida is sipping on that fine pekoe while eating pumpkin bread off season and showered by rich apothecary rose with some gunpowder residue lingering around because she's a badass.,2022-04-24 13:48:46,1
446,Frog Moon 2021,Black Phoenix Alchemy Lab,,"A pattering deluge of refreshing, enlivening, bright green notes: green tea, wet green musk, pine moss, fresh patchouli leaf, bamboo leaf, tulsi, pond grasses, and a pinch of wasabi.",2022-04-24 13:48:46,1
447,Frog's Breath,Black Baccara,,"A deeply green yet incredibly haunting fragrance, Frog's breath is built on a foggy green base of ivy, mugwort, grass, cannabis and a touch of wet soil. It's a deep, brooding, incredibly haunting green that is uplifted every so slightly by top notes of green apple and basil.",2022-04-24 13:48:46,1
448,Frostbitten Dorian,Black Phoenix Alchemy Lab,,"A Victorian fougere with three pale musks and dark, sugared vanilla tea + The chill silence of winter has descended on the Lab, draping icicles have coalesce on the edges of our laboratory tables, and white, blinding white, snow drifts over all.",2022-04-24 13:48:46,1
449,Frosted Pumpkin Spice Cookie,Black Phoenix Alchemy Lab,,"With cinnamon, nutmeg, browned butter, and cream cheese icing.",2022-04-24 13:48:46,1
450,Fuzzy Peach Sweater and A Mug of London Fog,Black Phoenix Alchemy Lab,,N/A,2022-04-24 13:48:46,1
451,Galvanic Goggles,Black Phoenix Alchemy Lab,,"Metallic notes with Indian musk, tobacco flower, and African balsam.",2022-04-24 13:48:46,1
452,Garden of Our Love,Alkemia,,"Musk fern, Naupaka flower, green figs, mock orange, muskmelon, vibernum spice, early peaches, ripe pluots, vetiver, and white patchouli.",2022-04-24 13:48:46,1
453,Gardenia Sucré,Freebie,,"Creamy, dewy gardenia with sugared milk notes and subtle woods",2022-04-24 13:48:46,1
454,Gateau d'Anniversaire,Alkemia,,Golden spiced birthday cake with strawberry-rosewater glaze icing,2022-04-24 13:48:46,1
455,Gateau des Rois,Alkemia,,"A small batch limited edition… delectably fresh King cake, chicory coffee, spilled Sazerac, Spanish moss, rusted iron, and Louisiana vetivert root.",2022-04-24 13:48:46,1
456,Gaueko,Black Phoenix Alchemy Lab,,"Blackened sandalwood and misty lavender, with curling wisps of smoky tobacco, nag champa, and labdanum.",2022-04-24 13:48:46,1
457,Gelato Vaniglia,Possets,,"As only Possets can do it. It is possible to have vanilla as a top, middle, and bottom note. It is just a halo of vanilla as you can taste among the best of gelatos. Mmmmm. Vanilla was never so concentrated and so pure.",2022-04-24 13:48:46,1
458,Gelato: Strawberry From Syracusa,Possets,,"You have not lived until you taste the strawberries in Sicily. What makes them so different and beautiful? The sun and the passion, that's what. Crush them and add them to gelato and the scent and taste is so glorious, your mortal body can scarcely contain the pleasure. Very fresh and not cloying at all.",2022-04-24 13:48:46,1
459,Gelato: Vaniglia,Possets,,"...as only Possets can do it. It is possible to have vanilla as a top, middle, and bottom note. I just did it. It is just a halo of vanilla as I have tasted it among the best of gelatos. Mmmmm. Vanilla was never so concentrated and so pure.",2022-04-24 13:48:46,1
460,Gemini,Deconstructing Eden,,Wind blowing over a coast and trees. Breezes catching the scent of fields and flowers.,2022-04-24 13:48:46,1
461,Gentleman Adventurer's Club,Alkemia,,"Refined sandalwood, fine aged bourbon, worn leather infused with memories of campfires, wild rockrose, Indian zingiber, African pelargonium, Mayan sikars, and balsam fir.",2022-04-24 13:48:46,1
462,Ghost Faced Bat,Black Phoenix Alchemy Lab,,"Sugared coconut meat, vanilla pods, condensed milk, white honey, and benzoin.",2022-04-24 13:48:46,1
463,Ghost Fire,Alkemia,,A preternaturally beautiful blend of ethereal white ambers,2022-04-24 13:48:46,1
464,Ghost Milk,Black Phoenix Alchemy Lab,,"Goat's milk, marshmallow, vanilla cashmere, honey dust, and white chocolate.",2022-04-24 13:48:46,1
465,Ghost Puffs,Haus of Gloi,,"Orbs of buttery popcorn and marshmallow goo, presented on a wooden stick.",2022-04-24 13:48:46,1
466,Ghoul School,Sugar and Spite,,"Black plum, amber, pepper, ebony woods, tobacco, nutmeg, vanilla and musk with a tiny hint of black cherry.",2022-04-24 13:48:46,1
467,Gibbon's Boarding School,Solstice Scents,,"Dusty Wooden Desks, Paper, Leather, Amber, Tobacco, Dying Fire, Dried Leaves, Autumn Breeze.",2022-04-24 13:48:46,1
468,Giddy,Possets,,"A great scent for those times when you feel...giddy. Chocolate and vanilla with lashings of a creamy sugar-buzz inducing fragrance which will make you feel like licking your arm. This is definitely one of the cutting edge foody scents which are wildly popular to the point of changing the philosophies of the great scent houses like Dior! If you want to be in the vanguard, this is your scent!",2022-04-24 13:48:46,1
469,Gin Flower,Solstice Scents,,"Natural perfume. Osmanthus, Elderflower, Apricot, Vanilla, Juniper, Lime, Manuka Honey Accord (Vegan), Pear, Citron, Hawaiian Sandalwood. Alcohol based extrait.",2022-04-24 13:48:46,1
470,Ginger Musk,Alpha Musk,,"Ginger musk, it's not what you think it is. It's actually earthy green ginger flowers blended in a hefty dose of resinous lightly woody indian musk supreme, a touch of cool dry orris flower, dry cedar shavings, arabian sandalwood, Golden sandalwood and a classic sandalwood accord. It's a very chic and laid back musk kinda like something the 90's holiday barbie midge may wear, fuzzy, green, woodsy musk, cozy yet bright.",2022-04-24 13:48:46,1
471,Gingerbread Kittens,Poesie,,"Gingerbread cookies sandwiched with marshmallow fondant and dipped in citrus glaze, fluffy kitten fur, a glint of amber eyes.",2022-04-24 13:48:46,1
472,Gingerbread Sanctuary,Nui Cobalt,,"Warm, soft gingerbread baked with Tupelo honey and toasted almonds, a pinch of precious saffron, draped in lavender-lemon icing.",2022-04-24 13:48:46,1
473,Gingerdead Man,Hexennacht,,"Spectral-like swirls of marshmallow goo and snappy, spicy gingerbread.",2022-04-24 13:48:46,1
474,Gion,Fantôme,,"Powdery, floral, classic. Delicate ume (plum) blossom, rose-scented makeup powder, white tea, creamy honey, paper parasols.",2022-04-24 13:48:46,1
475,Glamour,18,,"French Vanilla, Pink Lotus absolute, Musk, Water Lotus absolute and Vanilla Crème",2022-04-24 13:48:46,1
476,Glittering Green,Arcana,,"The scent of eating mint-laced white chocolates in a huge old growth forest. Jammy fir balsam, a bit of black spruce, and our Glittering White (an opening of cold peppermint settles into a heart of sugar cookies, marshmallows, white chocolate, and vanilla musk).",2022-04-24 13:48:46,1
477,Glow,Haus of Gloi,,"A golden blend of sweetgrass, cornhusk, copal, opium and the barest hint of lemon.",2022-04-24 13:48:46,1
478,Glowing,Poesie,,"Amber LN. Amber adds a cozy glow to any fragrance; soft and sweet with notes of caramel, balsam, and musk",2022-04-24 13:48:46,1
479,"Go To Sleep, Darlings",Black Phoenix Alchemy Lab,,Kiss-soft clouds of spun-sugar snow.,2022-04-24 13:48:46,1
480,Goddess Nina,Alpha Musk,,"Egyptian amber, Egyptian goddess, a sultry vintage rose and orange blossom perfume and incense drifting by the stage.",2022-04-24 13:48:46,1
481,Gold Skulltula,Hexennacht,,"golden amber, cardamom, vanilla orchid, vanilla bean, tonka, myrrh.",2022-04-24 13:48:46,1
482,Golden Phoenix,Alkemia,,"Honey amber, Brown sugar jasmine tea caramels, Scorched rosemary sprigs, Candied citron, Anisette liqueur, Cashmere, Blonde woods, Hinoki temple incense with sandalwood and 10 year aged oudh",2022-04-24 13:48:46,1
483,Golden Retriever,Fyrinnae,,"Peanut butter, damp backyard soil, weathered wood, a touch of sweet apple",2022-04-24 13:48:46,1
484,Gomorrah,Black Phoenix Alchemy Lab,,"A gritty, sordid and languid scent: ripe fig, date and currant with black herbs.",2022-04-24 13:48:46,1
485,Good,Black Phoenix Alchemy Lab,,"Shimmering celestial musk with vanilla, white honey, acacia, and sugar cane.",2022-04-24 13:48:46,1
486,Gooey Caramel,Cocoa Pink,,"Real, old fashioned caramel, the gooey, salty kind made with real butter.",2022-04-24 13:48:46,1
487,Gothique,Alkemia,,"The scent of midnight mass in a medieval cathedral. A Byzantine monastic incense recipe of Somalian frankincense, styrax benzoin, Arabian myrrh, cassia, spikenard, canella, Liquidambar orientalis, labdanum, Atlas cedar, and vetiver",2022-04-24 13:48:46,1
488,Graveyard Shift,18,,"Wet Earth Accord, Graveyard Dirt, Ghost of the Moors Absolute (see PC Etherias), Cemetery Musk and Rotten Redwood and Cedar.",2022-04-24 13:48:46,1
489,Green Girl,Poesie,,"Pistachio, wildflower honey, oatmilk matcha latte, heliotrope blossoms, marshmallow musk",2022-04-24 13:48:46,1
490,Green Lady,Wylde Ivy,,"A modern, fresh dewy blend of lush green plants and sweet nectar. Notes of: fresh cut aloe, sweet prickly pear, cucumber tonic, wild violets, agave nectar, willow, and water lotus",2022-04-24 13:48:46,1
491,Grief,Black Phoenix Alchemy Lab,,"Inconsolable: lily of the valley, hyacinth, calamus, muguet, hydrangea, and elemi.",2022-04-24 13:48:46,1
492,Grog,Black Phoenix Alchemy Lab,,"Arrr! Avast ye, matey! This be the scent of pirate rum!",2022-04-24 13:48:46,1
493,Grove Street Cemetery,Black Phoenix Alchemy Lab,,"Lyre-leaved sage, moth mullein, dandelions, and sweet while violet creeping through ancient brownstone walls and crumbling shale.",2022-04-24 13:48:46,1
494,Hades,Black Phoenix Alchemy Lab,,"A dark, palpably sacred chthonic blend: black narcissus and cypress, stephanotis, opoponax, labdanum, onycha and ambergris.",2022-04-24 13:48:46,1
495,Halloween 2018,18,,"Pumpkin Incense, Raw Fig and Pumpkin puree, Tonka Bean, Blue Sugar, a drop of Kashmir, a drop of labdanum, a drop of clove and a breath of white amber.",2022-04-24 13:48:46,1
496,Halloween 2020,Hexennacht,,"Candy corn (and LOTS of it), jack o' lanterns with lit beeswax candles, fresh apple slices dipped in thick, globby caramel.",2022-04-24 13:48:46,1
497,Halloween 2021,18,,"Shredded Coconut infused White Sandalwood, Halloween Vanilla Birthday Cake accord, Black Vanilla Bean Flecks, Pistachio Pudding Filling accord, Black Pumpkin Pie Spiced Cheesecake Frosting, Buttercream Pumpkin essence and topped with accords of Candy Corn, Halloween Candy and Wax Vampire lips and fangs.",2022-04-24 13:48:46,1
498,Halloween 2022,18,,"Caramel Apple accord, Green Apple skin, Marshmallows on an open flame, Sweet Vanilla Caramel, Bastet's Ice Cream Absolute accord, light Pumpkin spices of nutmeg, white cinnamon and a light firewood and ember rounded out with Vanilla Bean extracts",2022-04-24 13:48:46,1
499,Halloween Dreams,18,,"Lavender Absolute, Organic Lavandin Flowers, French Lavender, Halloween Candy accord (sugars and caramel), Crimson Musk (Studio Limited), Halloween Bonfire Smoke accord (NA Studio), Ember wood smoke infused Lavender buds",2022-04-24 13:48:46,1
500,Halloween Town,Hexennacht,,"Pumpkin spice, marshmallows, caramel apples, candy corn, buttery popcorn balls.",2022-04-24 13:48:46,1
501,Halloween Vanilla Boo's,18,,"Crystalline Absolute, Bourbon Vanille Absolute, Bastet's Ice Cream, Vanilla Bean Flecks, Tahitian Vanilla and Madagascar Vanilla Bean Whole",2022-04-24 13:48:46,1
502,Happier Than a Corgi On Stilts,Death & Floral,,"Warm blueberry bread muffins and furry corgi fur, with hints of musky toe beans and shaven saw-wood.",2022-04-24 13:48:46,1
503,Happy and Dauntless and Sagacious,Black Phoenix Alchemy Lab,,Imprisoned in frenzied joy: ribbons of raspberry and red currant streaming through thick goats milk.,2022-04-24 13:48:46,1
504,Happy Apples,Laurel + June,,"Egyptian musk, green apple, sweet pea, white tea, peonies, fresh cut grass, white musk",2022-04-24 13:48:46,1
505,Harmony,Deconstructing Eden,,"Cool, sweet, and living water, blue skies, and white amber.",2022-04-24 13:48:46,1
506,Hathor,18,,"Incense of Aphrodesia, Black Coconut, Indian Vanilla Musk, Vanilla infused sweet milk, Coconut Milk, Egyptian Chypre, Black Incense and a touch of soft white Cinnamon, White Incense and Black Honey.",2022-04-24 13:48:46,1
507,Haunted,Black Phoenix Alchemy Lab,,"A mournful, poignant scent, thick with foreboding. Soft golden amber darkened with a touch of murky black musk.",2022-04-24 13:48:46,1
508,Haunted and Bewitched,Alkemia,,"A spellbinding captivation of Egyptian white amber, star jasmine, ambrette seed, rosewater Turkish delight, pink pepper, Madagascar vanilla, bourbon caramels, aged patchouli infused with sexy botanical pheromones",2022-04-24 13:48:46,1
509,Haus Birthday,Haus of Gloi,,"Wild Cascadian huckleberries, butter cream frosting, clove spiced cake and wisps of incense all grounded into a base of our Haus Amber.",2022-04-24 13:48:46,1
510,Hazelnut Mocha,Haus of Gloi,,Dark roast coffee enhanced with dark chocolate and hazelnut cream.,2022-04-24 13:48:46,1
511,He,Deconstructing Eden,,"Sea salt, marine notes, bergamot, cedar, rosewood",2022-04-24 13:48:46,1
512,He Loves Me Not,Wylde Ivy,,"Vanilla, Jasmine, Orchid, Dry Wood, and Black Musk.",2022-04-24 13:48:46,1
513,Healing,Deconstructing Eden,,"Sweet soft musk, copaiba balsam, mandarin, bergamot, frankincense, ambergris, lemon, tangerine peel, sandalwood.",2022-04-24 13:48:46,1
514,Heat of the Night,Solstice Scents,,"Vanilla, Mango, Coconut, Orange, Sandalwood, Amber, Orange Blossom, Edge of the Night Base.",2022-04-24 13:48:46,1
515,Heavenly Vanilla,Cocoa Pink,,"Wrap yourself in the soft embrace of West Indian vanilla orchid, fresh black vanilla beans, a splash of warm ozone and hint of sparkling white sugar cane.",2022-04-24 13:48:46,1
516,Hecate,Hexennacht,,"Thorn-riddled blackberry brambles, cabernet sauvignon, sagebrush, dark patchouli.",2022-04-24 13:48:46,1
517,H?don?,Hexennacht,,"Spiced honey, date sugar, tonka bean, red musk.",2022-04-24 13:48:46,1
518,Heirloom Ghost,Death and Floral,,Tarnished heirloom silver blended with banister wood and aging Victorian wallpaper.,2022-04-24 13:48:46,1
519,Heliophilia,Nui Cobalt Designs,,"Molten amber, Arabian sandalwood, beach-tumbled teak, frankincense tears, crystallized ginger, and ripe tangerine",2022-04-24 13:48:46,1
520,Heliotrope Crystalline,NAVA,,"Egyptian Heliotrope Absolute, Crystalline Vanilla Absolute and White Musk",2022-04-24 13:48:46,1
521,Hera,Poesie,,"Slices of yellow cake layered with strawberry jam, fluffy vanilla icing, soft pink lotus blossoms",2022-04-24 13:48:46,1
522,Herbert West,Black Phoenix Alchemy Lab,,"Aftershave, embalming fluid, and splatterings from a panoply of reanimation reagents.",2022-04-24 13:48:46,1
523,Hetairae,Black Phoenix Alchemy Lab,,"The sublimely beautiful, fiercely independent, impeccably cultured, fascinatingly worldly and witty courtesans of ancient Greece. A seductive and dazzling blend of golden honey, fiery patchouli, sweet fig and clove, and a blushing touch of ylang ylang.",2022-04-24 13:48:46,1
